parameter_set,key_rep,boundary_index,relative_index,signature_index,sign_ns
XMSSMT-SHA2_20/4_256,PUB_R3,512,1,513,8461981
XMSSMT-SHA2_20/4_256,PUB_R3,512,2,514,10824982
XMSSMT-SHA2_20/4_256,PUB_R3,512,3,515,8640908
XMSSMT-SHA2_20/4_256,PUB_R3,512,4,516,10957074
XMSSMT-SHA2_20/4_256,PUB_R3,544,-4,540,5999149
XMSSMT-SHA2_20/4_256,PUB_R3,544,-3,541,3462481
XMSSMT-SHA2_20/4_256,PUB_R3,544,-2,542,6064815
XMSSMT-SHA2_20/4_256,PUB_R3,544,-1,543,7188000
XMSSMT-SHA2_20/4_256,PUB_R3,544,0,544,6041981
XMSSMT-SHA2_20/4_256,PUB_R3,544,1,545,6058870
XMSSMT-SHA2_20/4_256,PUB_R3,544,2,546,5908167
XMSSMT-SHA2_20/4_256,PUB_R3,544,3,547,8602000
XMSSMT-SHA2_20/4_256,PUB_R3,544,4,548,8554926
XMSSMT-SHA2_20/4_256,PUB_R3,576,-4,572,6095000
XMSSMT-SHA2_20/4_256,PUB_R3,576,-3,573,3513407
XMSSMT-SHA2_20/4_256,PUB_R3,576,-2,574,6095370
XMSSMT-SHA2_20/4_256,PUB_R3,576,-1,575,7198722
XMSSMT-SHA2_20/4_256,PUB_R3,576,0,576,6083611
XMSSMT-SHA2_20/4_256,PUB_R3,576,1,577,6008092
XMSSMT-SHA2_20/4_256,PUB_R3,576,2,578,6074519
XMSSMT-SHA2_20/4_256,PUB_R3,576,3,579,8644926
XMSSMT-SHA2_20/4_256,PUB_R3,576,4,580,8408371
XMSSMT-SHA2_20/4_256,PUB_R3,608,-4,604,6135018
XMSSMT-SHA2_20/4_256,PUB_R3,608,-3,605,3442000
XMSSMT-SHA2_20/4_256,PUB_R3,608,-2,606,6001963
XMSSMT-SHA2_20/4_256,PUB_R3,608,-1,607,7121352
XMSSMT-SHA2_20/4_256,PUB_R3,608,0,608,5901574
XMSSMT-SHA2_20/4_256,PUB_R3,608,1,609,6103778
XMSSMT-SHA2_20/4_256,PUB_R3,608,2,610,5903389
XMSSMT-SHA2_20/4_256,PUB_R3,608,3,611,8491167
XMSSMT-SHA2_20/4_256,PUB_R3,608,4,612,8487648
XMSSMT-SHA2_20/4_256,PUB_R3,640,-4,636,5995981
XMSSMT-SHA2_20/4_256,PUB_R3,640,-3,637,3657963
XMSSMT-SHA2_20/4_256,PUB_R3,640,-2,638,6176278
XMSSMT-SHA2_20/4_256,PUB_R3,640,-1,639,7184555
XMSSMT-SHA2_20/4_256,PUB_R3,640,0,640,10941203
XMSSMT-SHA2_20/4_256,PUB_R3,640,1,641,6042092
XMSSMT-SHA2_20/4_256,PUB_R3,640,2,642,6039148
XMSSMT-SHA2_20/4_256,PUB_R3,640,3,643,8543500
XMSSMT-SHA2_20/4_256,PUB_R3,640,4,644,8547222
XMSSMT-SHA2_20/4_256,PUB_R3,672,-4,668,6057908
XMSSMT-SHA2_20/4_256,PUB_R3,672,-3,669,3642889
XMSSMT-SHA2_20/4_256,PUB_R3,672,-2,670,6028815
XMSSMT-SHA2_20/4_256,PUB_R3,672,-1,671,7187148
XMSSMT-SHA2_20/4_256,PUB_R3,672,0,672,5885482
XMSSMT-SHA2_20/4_256,PUB_R3,672,1,673,5942463
XMSSMT-SHA2_20/4_256,PUB_R3,672,2,674,6102796
XMSSMT-SHA2_20/4_256,PUB_R3,672,3,675,8592778
XMSSMT-SHA2_20/4_256,PUB_R3,672,4,676,8470111
XMSSMT-SHA2_20/4_256,PUB_R3,704,-4,700,6054351
XMSSMT-SHA2_20/4_256,PUB_R3,704,-3,701,3690685
XMSSMT-SHA2_20/4_256,PUB_R3,704,-2,702,5933666
XMSSMT-SHA2_20/4_256,PUB_R3,704,-1,703,7147167
XMSSMT-SHA2_20/4_256,PUB_R3,704,0,704,6175630
XMSSMT-SHA2_20/4_256,PUB_R3,704,1,705,6173482
XMSSMT-SHA2_20/4_256,PUB_R3,704,2,706,5893871
XMSSMT-SHA2_20/4_256,PUB_R3,704,3,707,8458834
XMSSMT-SHA2_20/4_256,PUB_R3,704,4,708,8691870
XMSSMT-SHA2_20/4_256,PUB_R3,736,-4,732,5998444
XMSSMT-SHA2_20/4_256,PUB_R3,736,-3,733,3560481
XMSSMT-SHA2_20/4_256,PUB_R3,736,-2,734,6044185
XMSSMT-SHA2_20/4_256,PUB_R3,736,-1,735,7052278
XMSSMT-SHA2_20/4_256,PUB_R3,736,0,736,5905870
XMSSMT-SHA2_20/4_256,PUB_R3,736,1,737,6183371
XMSSMT-SHA2_20/4_256,PUB_R3,736,2,738,6199741
XMSSMT-SHA2_20/4_256,PUB_R3,736,3,739,8555630
XMSSMT-SHA2_20/4_256,PUB_R3,736,4,740,8494445
XMSSMT-SHA2_20/4_256,PUB_R3,768,-4,764,5935445
XMSSMT-SHA2_20/4_256,PUB_R3,768,-3,765,3653834
XMSSMT-SHA2_20/4_256,PUB_R3,768,-2,766,6025630
XMSSMT-SHA2_20/4_256,PUB_R3,768,-1,767,7049703
XMSSMT-SHA2_20/4_256,PUB_R3,768,0,768,10987574
XMSSMT-SHA2_20/4_256,PUB_R3,768,1,769,5900408
XMSSMT-SHA2_20/4_256,PUB_R3,768,2,770,6164407
XMSSMT-SHA2_20/4_256,PUB_R3,768,3,771,8488222
XMSSMT-SHA2_20/4_256,PUB_R3,768,4,772,8546944
XMSSMT-SHA2_20/4_256,PUB_R3,800,-4,796,5998889
XMSSMT-SHA2_20/4_256,PUB_R3,800,-3,797,3663296
XMSSMT-SHA2_20/4_256,PUB_R3,800,-2,798,6040648
XMSSMT-SHA2_20/4_256,PUB_R3,800,-1,799,7183092
XMSSMT-SHA2_20/4_256,PUB_R3,800,0,800,6033444
XMSSMT-SHA2_20/4_256,PUB_R3,800,1,801,6063611
XMSSMT-SHA2_20/4_256,PUB_R3,800,2,802,6070222
XMSSMT-SHA2_20/4_256,PUB_R3,800,3,803,8561926
XMSSMT-SHA2_20/4_256,PUB_R3,800,4,804,8557981
XMSSMT-SHA2_20/4_256,PUB_R3,832,-4,828,6015963
XMSSMT-SHA2_20/4_256,PUB_R3,832,-3,829,3660593
XMSSMT-SHA2_20/4_256,PUB_R3,832,-2,830,6169871
XMSSMT-SHA2_20/4_256,PUB_R3,832,-1,831,7225129
XMSSMT-SHA2_20/4_256,PUB_R3,832,0,832,6012611
XMSSMT-SHA2_20/4_256,PUB_R3,832,1,833,5949111
XMSSMT-SHA2_20/4_256,PUB_R3,832,2,834,6104129
XMSSMT-SHA2_20/4_256,PUB_R3,832,3,835,8495092
XMSSMT-SHA2_20/4_256,PUB_R3,832,4,836,8442426
XMSSMT-SHA2_20/4_256,PUB_R3,864,-4,860,6083389
XMSSMT-SHA2_20/4_256,PUB_R3,864,-3,861,3461148
XMSSMT-SHA2_20/4_256,PUB_R3,864,-2,862,6072130
XMSSMT-SHA2_20/4_256,PUB_R3,864,-1,863,7197408
XMSSMT-SHA2_20/4_256,PUB_R3,864,0,864,6004482
XMSSMT-SHA2_20/4_256,PUB_R3,864,1,865,5965278
XMSSMT-SHA2_20/4_256,PUB_R3,864,2,866,6007333
XMSSMT-SHA2_20/4_256,PUB_R3,864,3,867,8563870
XMSSMT-SHA2_20/4_256,PUB_R3,864,4,868,8544000
XMSSMT-SHA2_20/4_256,PUB_R3,896,-4,892,5900759
XMSSMT-SHA2_20/4_256,PUB_R3,896,-3,893,3680722
XMSSMT-SHA2_20/4_256,PUB_R3,896,-2,894,6063149
XMSSMT-SHA2_20/4_256,PUB_R3,896,-1,895,7069703
XMSSMT-SHA2_20/4_256,PUB_R3,896,0,896,6082797
XMSSMT-SHA2_20/4_256,PUB_R3,896,1,897,6106500
XMSSMT-SHA2_20/4_256,PUB_R3,896,2,898,6029537
XMSSMT-SHA2_20/4_256,PUB_R3,896,3,899,8535445
XMSSMT-SHA2_20/4_256,PUB_R3,896,4,900,8628204
XMSSMT-SHA2_20/4_256,PUB_R3,928,-4,924,6024686
XMSSMT-SHA2_20/4_256,PUB_R3,928,-3,925,3621277
XMSSMT-SHA2_20/4_256,PUB_R3,928,-2,926,6126778
XMSSMT-SHA2_20/4_256,PUB_R3,928,-1,927,7342130
XMSSMT-SHA2_20/4_256,PUB_R3,928,0,928,6098277
XMSSMT-SHA2_20/4_256,PUB_R3,928,1,929,6131704
XMSSMT-SHA2_20/4_256,PUB_R3,928,2,930,5891778
XMSSMT-SHA2_20/4_256,PUB_R3,928,3,931,8491722
XMSSMT-SHA2_20/4_256,PUB_R3,928,4,932,8484500
XMSSMT-SHA2_20/4_256,PUB_R3,960,-4,956,6101555
XMSSMT-SHA2_20/4_256,PUB_R3,960,-3,957,3640260
XMSSMT-SHA2_20/4_256,PUB_R3,960,-2,958,6089648
XMSSMT-SHA2_20/4_256,PUB_R3,960,-1,959,5103389
XMSSMT-SHA2_20/4_256,PUB_R3,960,0,960,6175259
XMSSMT-SHA2_20/4_256,PUB_R3,960,1,961,6043241
XMSSMT-SHA2_20/4_256,PUB_R3,960,2,962,6107926
XMSSMT-SHA2_20/4_256,PUB_R3,960,3,963,8572741
XMSSMT-SHA2_20/4_256,PUB_R3,960,4,964,8596481
XMSSMT-SHA2_20/4_256,PUB_R3,992,-4,988,6045592
XMSSMT-SHA2_20/4_256,PUB_R3,992,-3,989,3427112
XMSSMT-SHA2_20/4_256,PUB_R3,992,-2,990,6106815
XMSSMT-SHA2_20/4_256,PUB_R3,992,-1,991,7269352
XMSSMT-SHA2_20/4_256,PUB_R3,992,0,992,6104666
XMSSMT-SHA2_20/4_256,PUB_R3,992,1,993,6081648
XMSSMT-SHA2_20/4_256,PUB_R3,992,2,994,6019408
XMSSMT-SHA2_20/4_256,PUB_R3,992,3,995,8581278
XMSSMT-SHA2_20/4_256,PUB_R3,992,4,996,8480519
